"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",-1.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",-5.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-7.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-7.7,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",-2.5,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",-1,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",-0.2,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",-0.7,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",0,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",0.1,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-2,,
"2","Percentage change from previous quarter","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-1.5,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",97.5,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",96,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",94.9,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",94,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",93.2,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",92.6,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",90.9,,
"1","Index Number","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",89.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",3.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",2.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",1.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",1.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",1.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",-0.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-2.7,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",160.9,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",160.9,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",159.7,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",157.7,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",155.6,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",150.6,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",145.6,,
"1","Index Number","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",144.1,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q3","Sep-2017",-0.2,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q4","Dec-2017",1,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q1","Mar-2018",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q2","Jun-2018",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",-2.4,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-3,,
"2","Percentage change from previous quarter","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-0.7,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",102.2,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",104.1,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",102.9,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",103.8,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",104.5,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",104.7,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",104.6,,
"1","Index Number","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",103.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2017-Q3","Sep-2017",18,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2017-Q4","Dec-2017",16.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q1","Mar-2018",11.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q2","Jun-2018",15.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q3","Sep-2018",11.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q4","Dec-2018",11.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",9.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",6.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",5.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",1.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",0.9,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",-0.2,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",1.7,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",0.9,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",0.6,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",0.5,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",-0.2,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",0.2,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",-0.9,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",1.3,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",-1,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",0.2,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",-0.5,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",-0.9,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-1.3,,
"2","Percentage change from previous quarter","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-1.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",-0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",2.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",-0.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",-1.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-4.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-0.3,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",159.9,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",164,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",163.1,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",161.5,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",156.6,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",151.6,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",146,,
"1","Index Number","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",144.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",0.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",-1.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-0.1,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",109.7,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",109.9,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",108.3,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",109.5,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",110.8,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",110.6,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",110.5,,
"1","Index Number","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",110.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",-1.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",-1.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",-1.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-2.5,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",0.2,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",1.6,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",1.5,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",0.5,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",0.5,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",-0.4,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",-1.1,,
"2","Percentage change from previous quarter","2","Established houses","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",1.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",1.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",0.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",0.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",2.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",1.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",-0.5,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",125.5,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",127.2,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",126.2,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",127.3,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",128.3,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",127,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",125.1,,
"1","Index Number","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",124,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2017-Q3","Sep-2017",129,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2017-Q4","Dec-2017",134,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q1","Mar-2018",139.8,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q2","Jun-2018",144,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q3","Sep-2018",145.8,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q4","Dec-2018",146.8,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",146.2,,
"1","Index Number","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",146.9,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q3","Sep-2017",135,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q4","Dec-2017",135.8,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q1","Mar-2018",134.9,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q2","Jun-2018",133.9,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",132.6,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",130.1,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",126.2,,
"1","Index Number","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",125.2,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",121.1,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",124.2,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",123.6,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",123.3,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",121.9,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",121.7,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",116.6,,
"1","Index Number","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",116.2,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",-1.3,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",-0.2,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",-1.4,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",-1.2,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",-2.1,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",-3.9,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",-4.2,,
"2","Percentage change from previous quarter","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",-0.2,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",121.3,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",123.4,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",124.5,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",125.2,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",125.8,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",125.6,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",124.5,,
"1","Index Number","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",124.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2017-Q3","Sep-2017",13.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2017-Q4","Dec-2017",13.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q1","Mar-2018",14.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q2","Jun-2018",15.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q3","Sep-2018",13,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2018-Q4","Dec-2018",9.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",4.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",4.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",3.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",2.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",2.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",1.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",0.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",-0.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",15.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",11.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",6.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",2.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",-2.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",-7.6,,
